dataset,f1,f2,vae,knn,k,diff,absdiff
sonar,29,60,0.6413043478224999,0.634782608685,27.0,-0.006521739137499871,0.006521739137499871
sonar,41,57,0.556521739135,0.63260869565,27.0,0.07608695651499997,0.07608695651499997
sonar,9,52,0.6989130434849999,0.6141304347875,1.0,-0.08478260869749998,0.08478260869749998
spect-heart,3,19,0.5972515856258985,0.6712473572798098,27.0,0.07399577165391125,0.07399577165391125
spect-heart,13,33,0.5665961944878436,0.6564482029747358,27.0,0.08985200848689223,0.08985200848689223
spect-heart,12,35,0.6046511627990486,0.6543340380589852,1.0,0.04968287525993653,0.04968287525993653
spect-heart,1,44,0.7008456659542284,0.7114164904897463,11.0,0.010570824535517942,0.010570824535517942
spect-heart,14,34,0.5951374207168076,0.6670190274869979,27.0,0.07188160677019029,0.07188160677019029
spect-heart,36,42,0.6744186046408035,0.7822410148122623,5.0,0.10782241017145877,0.10782241017145877
spect-heart,14,30,0.6543340380645878,0.6215644820280126,5.0,-0.032769556036575165,0.032769556036575165
spect-heart,34,40,0.5940803382669133,0.7135306553961945,27.0,0.11945031712928122,0.11945031712928122
spect-heart,3,12,0.6458773784427062,0.6310782241043341,1.0,-0.01479915433837209,0.01479915433837209
spect-heart,21,44,0.6627906976739958,0.8308668075961945,3.0,0.16807610992219868,0.16807610992219868
statlog-satimage,6,29,0.7720288625815064,0.924806470596604,1.0,0.15277760801509765,0.15277760801509765
statlog-satimage,16,28,0.7454810552717164,0.937854274262468,1.0,0.19237321899075166,0.19237321899075166
statlog-satimage,2,14,0.5788795705795913,0.9199667082910798,1.0,0.3410871377114886,0.3410871377114886
statlog-satimage,21,36,0.6080354720395623,0.9450210334110868,1.0,0.33698556137152447,0.33698556137152447
statlog-satimage,10,19,0.8163090212659962,0.953104414192516,1.0,0.13679539292651977,0.13679539292651977
statlog-satimage,5,28,0.8992865017032147,0.9635966767041384,1.0,0.06431017500092373,0.06431017500092373
statlog-satimage,6,17,0.8123663260067272,0.9417725262658706,1.0,0.1294062002591434,0.1294062002591434
statlog-satimage,11,14,0.6115259672788795,0.9321431103110916,1.0,0.3206171430322121,0.3206171430322121
statlog-satimage,1,5,0.5606131343305287,0.9598739706641496,1.0,0.39926083633362086,0.39926083633362086
statlog-satimage,26,34,0.5543691076478205,0.9139610032653808,1.0,0.3595918956175602,0.3595918956175602
statlog-segment,1,14,0.5520068105231768,0.7343702173218282,5.0,0.18236340679865137,0.18236340679865137
statlog-segment,12,18,0.7453225436039715,0.8983011937463442,1.0,0.15297865014237266,0.15297865014237266
statlog-segment,5,12,0.7280188246014406,0.8271349862285869,1.0,0.09911616162714632,0.09911616162714632
statlog-segment,4,8,0.6557334710782081,0.7643958524569886,1.0,0.10866238137878048,0.10866238137878048
statlog-segment,5,6,0.6589282981311717,0.7117290327451467,27.0,0.05280073461397494,0.05280073461397494
statlog-segment,7,10,0.8011650596687155,0.821472298739191,1.0,0.02030723907047549,0.02030723907047549
statlog-segment,3,7,0.6578856749304236,0.8661903122122131,1.0,0.2083046372817895,0.2083046372817895
statlog-segment,3,5,0.5907847413482762,0.8556397306497896,1.0,0.2648549893015134,0.2648549893015134
statlog-segment,9,17,0.8241314661649353,0.9371460820104835,27.0,0.11301461584554828,0.11301461584554828
statlog-segment,5,10,0.8501779155042186,0.8357342362877964,1.0,-0.0144436792164222,0.0144436792164222
statlog-shuttle,3,4,0.6370281637856063,0.9967543708,1.0,0.3597262070143936,0.3597262070143936
statlog-shuttle,1,7,0.9949331354276674,0.9987477855936328,3.0,0.003814650165965383,0.003814650165965383
statlog-shuttle,1,3,0.996535233256393,0.997118986137308,27.0,0.000583752880914945,0.000583752880914945
statlog-shuttle,4,5,0.7287105138176637,0.987226492445665,1.0,0.25851597862800124,0.25851597862800124
statlog-shuttle,1,2,0.9987615967808768,0.9987330536574676,1.0,-2.8543123409274784e-5,2.8543123409274784e-5
statlog-shuttle,2,3,0.6203046563824667,0.9973169465,1.0,0.37701229011753334,0.37701229011753334
statlog-shuttle,4,7,0.6622031975742049,0.9997191725042608,1.0,0.3375159749300559,0.3375159749300559
statlog-shuttle,3,6,0.5458043451864819,0.9940169932916252,1.0,0.4482126481051433,0.4482126481051433
statlog-shuttle,3,7,0.537533284966426,0.99459061795,1.0,0.457057332983574,0.457057332983574
statlog-shuttle,3,8,0.5515479579713567,0.9926662590776502,1.0,0.44111830110629346,0.44111830110629346
statlog-vehicle,1,5,0.5345418470579365,0.6525072149934704,1.0,0.11796536793553392,0.11796536793553392
statlog-vehicle,11,15,0.6941738816685787,0.6571067821066557,11.0,-0.037067099561923,0.037067099561923
statlog-vehicle,8,11,0.5558261183191919,0.8134920635,1.0,0.2576659451808081,0.2576659451808081
statlog-vehicle,3,9,0.5858585858396644,0.9200937951112194,1.0,0.3342352092715549,0.3342352092715549
statlog-vehicle,4,14,0.5762987013077561,0.5496933621879148,3.0,-0.02660533911984131,0.02660533911984131
statlog-vehicle,8,18,0.5279581529511544,0.7527056277140692,1.0,0.2247474747629148,0.2247474747629148
statlog-vehicle,8,12,0.5612373737564215,0.7312409812374459,1.0,0.1700036074810244,0.1700036074810244
statlog-vehicle,6,12,0.5473484848502705,0.6158008657911436,1.0,0.06845238094087303,0.06845238094087303
statlog-vehicle,1,15,0.6130952381040223,0.8005050504986472,1.0,0.18740981239462484,0.18740981239462484
statlog-vehicle,7,8,0.5604256854155845,0.853805916318741,1.0,0.29338023090315657,0.29338023090315657
synthetic-control-chart,15,34,0.6553125,0.6496875,5.0,-0.005624999999999991,0.005624999999999991
synthetic-control-chart,12,49,0.7046874999999999,0.80921875,27.0,0.10453125000000008,0.10453125000000008
synthetic-control-chart,14,36,0.6529687499999998,0.744375,27.0,0.09140625000000024,0.09140625000000024
synthetic-control-chart,55,58,0.5784374999999999,0.77953125,27.0,0.20109375000000007,0.20109375000000007
synthetic-control-chart,6,59,0.6756249999999996,0.7870312500000001,11.0,0.11140625000000048,0.11140625000000048
synthetic-control-chart,2,50,0.5728124999999998,0.79015625,27.0,0.21734375000000017,0.21734375000000017
synthetic-control-chart,9,38,0.6749999999999997,0.7904687499999999,27.0,0.11546875000000023,0.11546875000000023
