dataset,f1,f2,vae,knn,k,diff,absdiff
synthetic-control-chart,45,47,0.6104687499999999,0.7543749999999999,27.0,0.14390625,0.14390625
synthetic-control-chart,7,26,0.5281250000000001,0.55484375,11.0,0.026718749999999902,0.026718749999999902
synthetic-control-chart,32,53,0.8090625,0.8520312499999999,27.0,0.04296874999999989,0.04296874999999989
vertebral-column,1,2,0.5538617886148665,0.6782810685148085,27.0,0.12441927989994206,0.12441927989994206
vertebral-column,3,6,0.6145470383182926,0.6663763066162601,1.0,0.05182926829796752,0.05182926829796752
vertebral-column,4,5,0.6039488966320848,0.6644889663134437,1.0,0.06054006968135883,0.06054006968135883
vertebral-column,2,3,0.548344947728194,0.6565040650488095,1.0,0.10815911732061556,0.10815911732061556
vertebral-column,2,4,0.5511033681729384,0.6792973286726481,27.0,0.12819396049970977,0.12819396049970977
vertebral-column,1,5,0.5418118466874564,0.6618757258941929,1.0,0.12006387920673645,0.12006387920673645
vertebral-column,1,6,0.600609756097619,0.6633275261269455,1.0,0.06271777002932644,0.06271777002932644
vertebral-column,2,6,0.6030778164871081,0.6682636469090882,27.0,0.06518583042198012,0.06518583042198012
vertebral-column,5,6,0.5320847851255516,0.6589721254323171,1.0,0.12688734030676552,0.12688734030676552
vertebral-column,1,3,0.5521196283319978,0.6594076654999419,1.0,0.1072880371679441,0.1072880371679441
wall-following-robot,4,17,0.5390566260412437,0.7841281882753226,1.0,0.2450715622340789,0.2450715622340789
wall-following-robot,15,18,0.617053557882116,0.8411099310526724,27.0,0.22405637317055638,0.22405637317055638
wall-following-robot,12,15,0.7583640991829489,0.8416814174104694,11.0,0.08331731822752053,0.08331731822752053
wall-following-robot,12,20,0.6566310962789235,0.8620964615039854,11.0,0.20546536522506198,0.20546536522506198
wall-following-robot,12,16,0.6367588799552424,0.8360188135354667,5.0,0.1992599335802243,0.1992599335802243
wall-following-robot,4,24,0.5686103946466797,0.8153070685667974,1.0,0.24669667392011763,0.24669667392011763
wall-following-robot,11,15,0.6817040071418378,0.8501289637334095,27.0,0.16842495659157175,0.16842495659157175
wall-following-robot,1,11,0.5578549874402394,0.8118528633382084,1.0,0.25399787589796896,0.25399787589796896
wall-following-robot,21,24,0.6505807582704974,0.8142804160556457,3.0,0.16369965778514828,0.16369965778514828
wall-following-robot,5,14,0.5699017178246596,0.822668959355531,3.0,0.2527672415308714,0.2527672415308714
waveform-1,1,16,0.5621006496446964,0.6114265373318262,27.0,0.049325887687129755,0.049325887687129755
waveform-1,1,17,0.5089191955033364,0.5718430186063862,27.0,0.06292382310304978,0.06292382310304978
waveform-1,6,7,0.542642609236081,0.7392942956292257,27.0,0.19665168639314468,0.19665168639314468
waveform-1,8,13,0.6040068523621165,0.7260679006826262,27.0,0.12206104832050968,0.12206104832050968
waveform-1,4,15,0.595890807160113,0.6957417460169748,27.0,0.0998509388568618,0.0998509388568618
waveform-1,1,3,0.5339503426156351,0.5524984426472704,5.0,0.018548100031635317,0.018548100031635317
waveform-1,7,9,0.6802505117059753,0.7159183945875854,27.0,0.03566788288161016,0.03566788288161016
waveform-1,12,17,0.6364109637814899,0.6909784640011484,27.0,0.054567500219658505,0.054567500219658505
waveform-1,1,8,0.5216116401162484,0.6410452077992705,27.0,0.11943356768302216,0.11943356768302216
waveform-1,2,12,0.5797365844998166,0.6522559401973665,27.0,0.07251935569754997,0.07251935569754997
waveform-2,9,17,0.517627035688321,0.5623409272911736,27.0,0.04471389160285255,0.04471389160285255
waveform-2,6,20,0.5290535730222262,0.6775073418165312,27.0,0.14845376879430494,0.14845376879430494
waveform-2,3,7,0.5108480911267864,0.6875389338781962,27.0,0.17669084275140978,0.17669084275140978
waveform-2,4,9,0.5658071549337722,0.6651063451082815,27.0,0.09929919017450928,0.09929919017450928
waveform-2,7,11,0.6923889828294996,0.7686571148860056,27.0,0.07626813205650607,0.07626813205650607
waveform-2,8,14,0.5199986651179435,0.6713023938769126,27.0,0.15130372875896914,0.15130372875896914
waveform-2,11,18,0.5848269110948318,0.6386980510824746,27.0,0.05387113998764281,0.05387113998764281
waveform-2,7,8,0.5346600516126554,0.7083696716216829,27.0,0.17370962000902745,0.17370962000902745
waveform-2,8,16,0.5453702055750586,0.6432522025439661,27.0,0.09788199696890754,0.09788199696890754
waveform-2,2,11,0.5094242235480883,0.5977551837646853,27.0,0.08833096021659703,0.08833096021659703
wine,3,11,0.8227272727178788,0.7378787878763636,27.0,-0.08484848484151519,0.08484848484151519
wine,2,3,0.5742424242283334,0.6090909090956061,11.0,0.034848484867272767,0.034848484867272767
wine,3,13,0.7939393939301514,0.7742424242330304,5.0,-0.01969696969712109,0.01969696969712109
wine,8,9,0.6106060605951515,0.6196969696928788,1.0,0.009090909097727251,0.009090909097727251
wine,5,9,0.7151515151315151,0.7727272727415152,1.0,0.05757575761000011,0.05757575761000011
wine,9,11,0.6515151515130303,0.7015151515116667,1.0,0.04999999999863636,0.04999999999863636
wine,1,9,0.7772727272654545,0.8848484848371213,27.0,0.10757575757166682,0.10757575757166682
wine,10,13,0.9242424242475756,0.9530303030315151,1.0,0.028787878783939513,0.028787878783939513
wine,6,10,0.9318181817795456,0.942424242410606,1.0,0.010606060631060399,0.010606060631060399
wine,4,7,0.949999999970909,0.9257575757415152,5.0,-0.024242424229393822,0.024242424229393822
yeast,1,7,0.5474163175211425,0.6959048520091273,1.0,0.14848853448798482,0.14848853448798482
yeast,4,6,0.5440600081132249,0.9836013875659144,1.0,0.43954137945268956,0.43954137945268956
yeast,6,8,0.5414695679584539,0.9645672838755484,1.0,0.42309771591709444,0.42309771591709444
yeast,1,2,0.5425507951508313,0.616141820962013,1.0,0.07359102581118171,0.07359102581118171
yeast,3,6,0.5921971437568704,0.971167274859846,1.0,0.3789701311029756,0.3789701311029756
yeast,1,3,0.5588818308853292,0.6994864170873879,1.0,0.14060458620205873,0.14060458620205873
yeast,2,4,0.5141460557686286,0.593323422077772,27.0,0.0791773663091434,0.0791773663091434
yeast,2,6,0.5206108933672952,0.9738703428152384,1.0,0.4532594494479433,0.4532594494479433
yeast,6,7,0.5735459746861761,0.9708519169283576,1.0,0.3973059422421815,0.3973059422421815
yeast,4,8,0.5712708924615962,0.7576474298276344,1.0,0.1863765373660382,0.1863765373660382
