dataset,f1,f2,vae,knn,k,diff,absdiff
ionosphere,25,29,0.75555555555,0.7666666666499999,27.0,0.01111111109999996,0.01111111109999996
ionosphere,13,30,0.68333333335,0.7888888889,5.0,0.10555555554999996,0.10555555554999996
ionosphere,6,11,0.96666666665,0.9888888889,1.0,0.022222222250000034,0.022222222250000034
ionosphere,6,26,0.633333333325,0.8111111111,27.0,0.17777777777500003,0.17777777777500003
ionosphere,7,14,0.7666666666499999,0.727777777775,1.0,-0.03888888887499997,0.03888888887499997
ionosphere,1,11,0.6888888889,1.0,27.0,0.3111111111,0.3111111111
ionosphere,7,29,0.672222222225,0.75,27.0,0.07777777777499995,0.07777777777499995
ionosphere,14,24,0.661111111125,0.9111111111,11.0,0.249999999975,0.249999999975
ionosphere,10,11,0.683333333325,0.9388888889,11.0,0.255555555575,0.255555555575
ionosphere,8,31,0.68333333335,0.94444444445,1.0,0.26111111109999996,0.26111111109999996
iris,2,3,0.975,1.0,1.0,0.025000000000000022,0.025000000000000022
iris,2,4,0.95,1.0,1.0,0.050000000000000044,0.050000000000000044
iris,1,2,0.875,1.0,3.0,0.125,0.125
iris,1,3,1.0,1.0,1.0,0.0,0.0
iris,3,4,1.0,1.0,1.0,0.0,0.0
iris,1,4,0.75,1.0,1.0,0.25,0.25
isolet,234,376,0.5394814814781297,0.6131481481535186,27.0,0.0736666666753889,0.0736666666753889
isolet,92,185,0.5263580246873086,0.550395061733605,11.0,0.02403703704629634,0.02403703704629634
isolet,456,531,0.5297283950632716,0.5699506172761051,11.0,0.04022222221283345,0.04022222221283345
isolet,277,346,0.5288395061769383,0.5539629629670371,1.0,0.025123456790098753,0.025123456790098753
isolet,223,581,0.5506419753071359,0.5816790123477655,11.0,0.031037037040629656,0.031037037040629656
isolet,253,546,0.5330123456755987,0.5412222222236112,11.0,0.008209876548012418,0.008209876548012418
isolet,27,164,0.5968395061652161,0.544395061736605,27.0,-0.05244444442861107,0.05244444442861107
isolet,109,226,0.5949753086434693,0.551358024687142,11.0,-0.043617283956327246,0.043617283956327246
isolet,125,617,0.5467037037042409,0.5321234567825988,27.0,-0.01458024692164217,0.01458024692164217
isolet,392,395,0.5868765432092347,0.7456296296317036,1.0,0.158753086422469,0.158753086422469
isolet,190,255,0.5353333333417778,0.5568148148177408,3.0,0.02148148147596296,0.02148148147596296
isolet,519,598,0.5295555555582778,0.5478395061833272,27.0,0.018283950625049394,0.018283950625049394
isolet,36,57,0.6137901234535433,0.5732962962948147,27.0,-0.040493827158728624,0.040493827158728624
isolet,188,296,0.5654814814775744,0.5359506172673827,27.0,-0.029530864210191687,0.029530864210191687
isolet,75,178,0.5358395061728826,0.5372716049456729,1.0,0.00143209877279038,0.00143209877279038
isolet,195,207,0.5525432098747902,0.6223827160540618,11.0,0.0698395061792716,0.0698395061792716
isolet,230,431,0.564271604944784,0.8372222222,1.0,0.27295061725521597,0.27295061725521597
isolet,278,395,0.5341975308611914,0.5680246913507531,1.0,0.03382716048956169,0.03382716048956169
isolet,192,588,0.5487037037045186,0.5619382715946728,27.0,0.013234567890154203,0.013234567890154203
isolet,419,565,0.5395061728396049,0.5870493827121729,1.0,0.04754320987256799,0.04754320987256799
letter-recognition,240,476,0.5522675736934383,0.5738236961506491,1.0,0.021556122457210836,0.021556122457210836
letter-recognition,191,412,0.5957057823185034,0.5345946712087217,5.0,-0.061111111109781624,0.061111111109781624
letter-recognition,20,185,0.6297477324288151,0.5357568027256973,3.0,-0.09399092970311784,0.09399092970311784
letter-recognition,152,277,0.5652919501100737,0.5538123582693679,27.0,-0.011479591840705794,0.011479591840705794
letter-recognition,3,508,0.5549603174642063,0.6134070294744586,27.0,0.05844671201025231,0.05844671201025231
letter-recognition,250,385,0.5337018140511026,0.8300170068157313,1.0,0.2963151927646287,0.2963151927646287
letter-recognition,396,613,0.5365504535107369,0.5905470521650907,1.0,0.0539965986543538,0.0539965986543538
letter-recognition,350,584,0.5460742630416894,0.8286422902202097,1.0,0.28256802717852036,0.28256802717852036
letter-recognition,95,345,0.5212443310636451,0.5517998866185062,27.0,0.030555555554861114,0.030555555554861114
letter-recognition,449,558,0.6042800453349546,0.6387188208623696,1.0,0.03443877552741503,0.03443877552741503
letter-recognition,521,538,0.5242063492090079,0.5353741496623384,1.0,0.011167800453330545,0.011167800453330545
letter-recognition,422,486,0.6103741496569217,0.6070153061051701,1.0,-0.0033588435517516446,0.0033588435517516446
letter-recognition,9,372,0.5349631519339909,0.5559098639406123,11.0,0.02094671200662135,0.02094671200662135
letter-recognition,372,517,0.5888888888977778,0.5633786848075651,1.0,-0.02551020409021265,0.02551020409021265
letter-recognition,122,544,0.5303996598665306,0.5473356008973753,27.0,0.016935941030844726,0.016935941030844726
letter-recognition,218,609,0.5642148526031235,0.551544784582894,27.0,-0.012670068020229519,0.012670068020229519
letter-recognition,39,129,0.5447987528313067,0.5618055555489682,1.0,0.017006802717661418,0.017006802717661418
letter-recognition,211,475,0.538123582774572,0.5516581632663605,1.0,0.013534580491788573,0.013534580491788573
letter-recognition,250,515,0.5357993197380017,0.5415532879761763,27.0,0.005753968238174645,0.005753968238174645
letter-recognition,435,459,0.5270266439938323,0.6171768707480102,1.0,0.09015022675417794,0.09015022675417794
libras,36,50,0.721590909075,0.7386363636250001,5.0,0.01704545455000006,0.01704545455000006
libras,15,32,0.6875,0.7215909091,27.0,0.03409090910000001,0.03409090910000001
libras,4,10,0.625,0.7159090909,11.0,0.09090909089999999,0.09090909089999999
libras,40,78,0.664772727275,0.744318181825,1.0,0.07954545454999995,0.07954545454999995
libras,48,59,0.840909090925,0.812499999975,1.0,-0.028409090949999993,0.028409090949999993
libras,35,47,0.6818181818,0.7102272727,27.0,0.02840909089999999,0.02840909089999999
libras,43,79,0.7443181818,0.704545454525,1.0,-0.03977272727500003,0.03977272727500003
libras,49,50,0.664772727275,0.795454545425,27.0,0.13068181815000002,0.13068181815000002
libras,41,82,0.6534090909000001,0.85227272725,1.0,0.19886363634999993,0.19886363634999993
libras,8,84,0.6534090909250001,0.82954545455,11.0,0.17613636362499985,0.17613636362499985
libras,16,30,0.909090909075,0.721590909075,27.0,-0.1875,0.1875
libras,41,84,0.67045454545,0.76704545455,1.0,0.0965909090999999,0.0965909090999999
libras,32,39,0.846590909125,0.6988636363749999,27.0,-0.14772727275000008,0.14772727275000008
libras,27,48,0.6704545454499999,0.698863636375,11.0,0.028409090925000102,0.028409090925000102
libras,64,74,0.630681818175,0.98295454545,1.0,0.35227272727500003,0.35227272727500003
libras,36,52,0.6590909091,0.82954545455,3.0,0.17045454544999994,0.17045454544999994
libras,37,57,0.7159090909,0.7159090909,11.0,0.0,0.0
libras,1,17,0.664772727275,0.829545454525,11.0,0.16477272724999992,0.16477272724999992
libras,17,28,0.8238636363749999,0.806818181825,1.0,-0.01704545454999995,0.01704545454999995
libras,4,86,0.8125,0.7784090909,5.0,-0.03409090910000001,0.03409090910000001
madelon,19,175,0.580917159759571,0.6023668639206361,3.0,0.021449704161065064,0.021449704161065064
madelon,169,339,0.5880177514745563,0.6758875739393492,1.0,0.08786982246479291,0.08786982246479291
madelon,144,238,0.5585798816443491,0.875000000008077,1.0,0.31642011836372785,0.31642011836372785
madelon,318,416,0.5678994082878994,0.6295857988288166,1.0,0.06168639054091718,0.06168639054091718
madelon,56,62,0.5974852071047929,0.6267751479460059,5.0,0.029289940841212947,0.029289940841212947
madelon,201,434,0.6281065088925295,0.5819526627332987,27.0,-0.046153846159230794,0.046153846159230794
madelon,157,226,0.668934911262781,0.5911242603445858,1.0,-0.07781065091819528,0.07781065091819528
madelon,20,359,0.613905325440636,0.6045857988076627,1.0,-0.009319526632973307,0.009319526632973307
madelon,116,258,0.5502958580006805,0.6010355029514202,1.0,0.05073964495073968,0.05073964495073968
madelon,151,293,0.5565088757393936,0.7005917159713609,3.0,0.14408284023196738,0.14408284023196738
madelon,106,238,0.5510355029452663,0.5868343195177959,1.0,0.03579881657252959,0.03579881657252959
madelon,58,332,0.5804733727793195,0.7082840236628994,27.0,0.1278106508835799,0.1278106508835799
madelon,294,475,0.6091715976147485,0.8340236686444084,1.0,0.22485207102965987,0.22485207102965987
madelon,46,498,0.6528106509033875,0.5733727810564497,1.0,-0.07943786984693779,0.07943786984693779
madelon,176,212,0.5652366863810059,0.5464497041449112,1.0,-0.01878698223609465,0.01878698223609465
madelon,162,232,0.5781065088823373,0.5720414201156953,3.0,-0.006065088766642024,0.006065088766642024
madelon,277,390,0.5921597633258137,0.827514792906361,1.0,0.23535502958054733,0.23535502958054733
madelon,35,50,0.6213017751461095,0.610207100586938,1.0,-0.011094674559171569,0.011094674559171569
madelon,99,372,0.6019230769267307,0.6397928993890237,5.0,0.03786982246229298,0.03786982246229298
madelon,234,259,0.5662721893555028,0.6661242603376628,11.0,0.09985207098215998,0.09985207098215998
magic-telescope,5,8,0.5898543703749606,0.7025797436843738,11.0,0.11272537330941323,0.11272537330941323
magic-telescope,1,9,0.8464034194572952,0.9548759066855916,27.0,0.10847248722829639,0.10847248722829639
magic-telescope,7,9,0.7602795930821604,0.9376748692487762,27.0,0.17739527616661577,0.17739527616661577
magic-telescope,9,10,0.688132124546543,0.894391331432427,27.0,0.20625920688588395,0.20625920688588395
magic-telescope,1,7,0.7018217709683771,0.7817829495828775,27.0,0.07996117861450047,0.07996117861450047
magic-telescope,3,4,0.5883120606645897,0.6413981630720268,5.0,0.05308610240743705,0.05308610240743705
magic-telescope,4,10,0.5137160106910612,0.560402186916701,1.0,0.04668617622563975,0.04668617622563975
magic-telescope,1,6,0.6864332769894513,0.7478257717408098,27.0,0.06139249475135844,0.06139249475135844
magic-telescope,6,10,0.6980763970641929,0.7677851707681895,3.0,0.06970877370399664,0.06970877370399664
magic-telescope,5,7,0.7097541202487363,0.7418839247303365,3.0,0.03212980448160019,0.03212980448160019
magic-telescope,7,10,0.6664178538905641,0.7266766851063242,27.0,0.060258831215760145,0.060258831215760145
magic-telescope,1,8,0.7334374722093602,0.7554054989391901,5.0,0.021968026729829893,0.021968026729829893
magic-telescope,2,10,0.6284697849162583,0.7379210456157074,5.0,0.1094512606994491,0.1094512606994491
magic-telescope,4,6,0.6619688835814604,0.7208683071914465,27.0,0.05889942360998601,0.05889942360998601
magic-telescope,2,3,0.8184111573675072,0.8465813782630658,11.0,0.02817022089555854,0.02817022089555854
magic-telescope,3,7,0.6466232315437623,0.7077636179830171,11.0,0.06114038643925479,0.06114038643925479
magic-telescope,1,4,0.6260376811445225,0.7801170573641932,27.0,0.15407937621967072,0.15407937621967072
magic-telescope,1,2,0.7502199768797497,0.8108001226066404,11.0,0.06058014572689063,0.06058014572689063
magic-telescope,8,9,0.7529618608051095,0.9126073932093388,27.0,0.1596455324042293,0.1596455324042293
magic-telescope,3,9,0.8348047890828939,0.917736891195164,27.0,0.08293210211227009,0.08293210211227009
miniboone,35,43,0.5598265477480714,0.6628708571823707,27.0,0.10304430943429932,0.10304430943429932
miniboone,3,38,0.7598849193451005,0.8336024684204555,27.0,0.073717549075355,0.073717549075355
miniboone,18,32,0.5423683361979853,0.5082320280092782,27.0,-0.034136308188707054,0.034136308188707054
miniboone,10,43,0.5549766924655088,0.5502100783717168,27.0,-0.0047666140937920876,0.0047666140937920876
miniboone,4,23,0.736408335812403,0.8424716511818768,27.0,0.10606331536947389,0.10606331536947389
miniboone,2,9,0.8460199637272776,0.7000918564771105,27.0,-0.14592810725016714,0.14592810725016714
miniboone,4,19,0.6297816580293207,0.527229316566462,27.0,-0.10255234146285874,0.10255234146285874
miniboone,17,30,0.7991384480170192,0.8865381532362822,27.0,0.08739970521926299,0.08739970521926299
miniboone,8,14,0.6285051219120134,0.603225750096561,27.0,-0.025279371815452367,0.025279371815452367
miniboone,10,12,0.5293199948748339,0.595317609085309,11.0,0.06599761421047501,0.06599761421047501
miniboone,24,25,0.5570107633477099,0.6127069097248377,27.0,0.05569614637712772,0.05569614637712772
miniboone,13,45,0.5644214555036642,0.5503375378697841,27.0,-0.014083917633880061,0.014083917633880061
miniboone,14,21,0.5783844221760547,0.539176681866173,27.0,-0.03920774030988172,0.03920774030988172
miniboone,15,43,0.6021095874195286,0.7281710552698527,27.0,0.12606146785032413,0.12606146785032413
miniboone,23,29,0.739099800813355,0.848730098051043,27.0,0.10963029723768802,0.10963029723768802
miniboone,25,35,0.5434759635011047,0.5477039934328722,3.0,0.0042280299317675185,0.0042280299317675185
miniboone,7,12,0.5772038589221264,0.7119435058414503,27.0,0.13473964691932383,0.13473964691932383
miniboone,2,25,0.8838192266380878,0.5463100175838435,27.0,-0.3375092090542443,0.3375092090542443
miniboone,4,41,0.5261898865055448,0.5530724504337254,27.0,0.02688256392818067,0.02688256392818067
miniboone,6,17,0.9391210621451492,0.9343461125123084,27.0,-0.004774949632840864,0.004774949632840864
multiple-features,407,589,0.7064236111245139,0.99583333335,1.0,0.2894097222254861,0.2894097222254861
multiple-features,403,641,0.5652777777705555,0.5993055555417361,5.0,0.0340277777711806,0.0340277777711806
multiple-features,3,581,0.6243055555450695,0.7689236111061806,1.0,0.14461805556111107,0.14461805556111107
multiple-features,71,77,0.57812499999375,0.6489583333300001,27.0,0.07083333333625008,0.07083333333625008
multiple-features,1,16,0.5697916666687499,0.6923611111238889,27.0,0.12256944445513895,0.12256944445513895
multiple-features,100,456,0.7364583333241667,0.7142361111055555,27.0,-0.022222222218611143,0.022222222218611143
