dataset,f1,f2,vae,knn,k,diff,absdiff
multiple-features,9,421,0.6914930555575695,0.9487847222250696,1.0,0.25729166666750014,0.25729166666750014
multiple-features,461,599,0.5461805555559027,1.0,1.0,0.4538194444440973,0.4538194444440973
multiple-features,293,459,0.5814236111011806,0.583333333334375,27.0,0.0019097222331944108,0.0019097222331944108
multiple-features,34,609,0.640972222214236,0.6479166666708334,11.0,0.006944444456597365,0.006944444456597365
multiple-features,395,456,0.6911458333364583,0.99375,1.0,0.30260416666354173,0.30260416666354173
multiple-features,15,325,0.6460069444511806,0.6121527777840973,27.0,-0.033854166667083296,0.033854166667083296
multiple-features,101,483,0.6993055555948613,0.8263888888819444,1.0,0.1270833332870831,0.1270833332870831
multiple-features,78,523,0.5840277777820139,0.7074652777643056,1.0,0.1234374999822917,0.1234374999822917
multiple-features,448,551,0.5600694444599306,0.99791666665,1.0,0.43784722219006944,0.43784722219006944
multiple-features,80,168,0.5859375000095833,0.90520833333125,1.0,0.3192708333216666,0.3192708333216666
multiple-features,259,571,0.6416666666658334,0.6496527777838889,3.0,0.007986111118055472,0.007986111118055472
multiple-features,335,608,0.5402777777830555,0.6123263888971527,27.0,0.07204861111409722,0.07204861111409722
multiple-features,18,262,0.5635416666645833,0.5675347222213195,1.0,0.003993055556736236,0.003993055556736236
multiple-features,261,630,0.6116319444474305,0.5817708333468751,5.0,-0.02986111110055545,0.02986111110055545
musk-2,35,105,0.5586951656073995,0.8514036321815146,1.0,0.2927084665741151,0.2927084665741151
musk-2,15,159,0.5999088758111254,0.7943471032096888,1.0,0.19443822739856342,0.19443822739856342
musk-2,24,62,0.565201752138165,0.82931001406554,1.0,0.2641082619273749,0.2641082619273749
musk-2,35,46,0.5334122010533245,0.7748593170512375,1.0,0.2414471159979129,0.2414471159979129
musk-2,21,94,0.5847215116965182,0.8049462846908076,1.0,0.22022477299428944,0.22022477299428944
musk-2,39,133,0.6195565289659763,0.7716619772415431,1.0,0.1521054482755667,0.1521054482755667
musk-2,108,137,0.5619644455819247,0.7592722854449433,1.0,0.19730783986301859,0.19730783986301859
musk-2,11,166,0.7670018544593947,0.9043036193862978,1.0,0.13730176492690305,0.13730176492690305
musk-2,11,88,0.6638796521187492,0.8372713901946652,1.0,0.173391738075916,0.173391738075916
musk-2,155,163,0.5847215116897165,0.940625399671004,1.0,0.35590388798128747,0.35590388798128747
musk-2,33,34,0.5762885279557544,0.7909499296585369,1.0,0.21466140170278258,0.21466140170278258
musk-2,9,52,0.6606183655213782,0.8932727970354377,1.0,0.2326544315140595,0.2326544315140595
musk-2,7,87,0.6544075329333386,0.8768304770349029,1.0,0.22242294410156427,0.22242294410156427
musk-2,4,152,0.5949290190447102,0.9032644839456988,1.0,0.3083354649009886,0.3083354649009886
musk-2,1,49,0.5998769024267225,0.8934566440670297,1.0,0.2935797416403072,0.2935797416403072
musk-2,17,140,0.5458018928154175,0.8043387901265859,1.0,0.25853689731116847,0.25853689731116847
musk-2,44,62,0.5473526026412936,0.8753916741258905,1.0,0.3280390714845969,0.3280390714845969
musk-2,27,134,0.6635119580517321,0.7360995651672603,1.0,0.07258760711552814,0.07258760711552814
musk-2,39,149,0.5367214477630332,0.852091060236142,1.0,0.3153696124731088,0.3153696124731088
musk-2,22,65,0.5808847039365336,0.8334505691312084,1.0,0.25256586519467483,0.25256586519467483
page-blocks,1,4,0.8361014802370358,0.9695642244597888,11.0,0.13346274422275306,0.13346274422275306
page-blocks,2,8,0.6518259389129767,0.7397180642331544,1.0,0.08789212532017776,0.08789212532017776
page-blocks,3,7,0.9023709178319844,0.9085681067889904,27.0,0.006197188957005939,0.006197188957005939
page-blocks,4,9,0.8621462827099635,0.8870180829140718,27.0,0.024871800204108285,0.024871800204108285
page-blocks,2,10,0.8072227873797226,0.7823302260832915,1.0,-0.024892561296431137,0.024892561296431137
page-blocks,4,8,0.8663815475160881,0.8769385678871302,11.0,0.010557020371042114,0.010557020371042114
page-blocks,7,10,0.8833433678476966,0.8834886955614187,27.0,0.00014532771372210984,0.00014532771372210984
page-blocks,5,6,0.7370502626315509,0.960522764558238,27.0,0.2234725019266871,0.2234725019266871
page-blocks,2,5,0.8692465796031901,0.9620383249906826,27.0,0.09279174538749257,0.09279174538749257
page-blocks,4,10,0.8676272136338874,0.8649386509406626,27.0,-0.0026885626932248163,0.0026885626932248163
page-blocks,3,10,0.602383374516421,0.5880582141240994,27.0,-0.014325160392321568,0.014325160392321568
page-blocks,1,10,0.6110303734992484,0.8077106732877768,1.0,0.1966802997885284,0.1966802997885284
page-blocks,8,9,0.6189818755504474,0.566611995782297,1.0,-0.05236987976815033,0.05236987976815033
page-blocks,2,7,0.8943467519244316,0.9345194842905912,11.0,0.04017273236615959,0.04017273236615959
page-blocks,2,6,0.5898748105549297,0.6209126580441641,1.0,0.031037847489234327,0.031037847489234327
page-blocks,2,4,0.9080386986938476,0.9281146843246652,11.0,0.020075985630817583,0.020075985630817583
page-blocks,5,8,0.888284510132627,0.9009487823524708,27.0,0.012664272219843786,0.012664272219843786
page-blocks,6,8,0.6995349513079681,0.6708431083683225,1.0,-0.02869184293964555,0.02869184293964555
page-blocks,9,10,0.5471692237481721,0.5740652313847115,1.0,0.026896007636539432,0.026896007636539432
page-blocks,1,3,0.574553117282489,0.864793323216695,1.0,0.29024020593420596,0.29024020593420596
parkinsons,4,13,0.6499999999999999,0.874999999975,5.0,0.2249999999750001,0.2249999999750001
parkinsons,8,18,0.675,0.8416666666749999,11.0,0.16666666667499985,0.16666666667499985
parkinsons,3,21,0.7666666666749999,0.7333333333250001,27.0,-0.03333333334999988,0.03333333334999988
parkinsons,3,18,0.7749999999749999,0.90833333335,1.0,0.13333333337500008,0.13333333337500008
parkinsons,2,12,0.750000000025,0.88333333335,27.0,0.13333333332499997,0.13333333332499997
parkinsons,17,21,0.6499999999999999,0.733333333325,11.0,0.08333333332500004,0.08333333332500004
parkinsons,11,17,0.7333333333250001,0.683333333325,11.0,-0.050000000000000044,0.050000000000000044
parkinsons,1,14,0.658333333325,0.85,11.0,0.19166666667499999,0.19166666667499999
parkinsons,9,11,0.74166666665,0.716666666675,11.0,-0.02499999997500002,0.02499999997500002
parkinsons,6,16,0.75,0.8333333333249999,3.0,0.08333333332499993,0.08333333332499993
parkinsons,19,20,0.883333333325,0.81666666665,27.0,-0.06666666667499999,0.06666666667499999
parkinsons,1,16,0.9,0.95,1.0,0.04999999999999993,0.04999999999999993
parkinsons,15,21,0.65,0.908333333325,1.0,0.25833333332499997,0.25833333332499997
parkinsons,8,16,0.633333333325,0.8333333333249999,3.0,0.19999999999999996,0.19999999999999996
parkinsons,15,22,0.63333333335,0.708333333325,3.0,0.07499999997500006,0.07499999997500006
parkinsons,13,14,0.8666666666499999,0.675,11.0,-0.19166666664999987,0.19166666664999987
parkinsons,13,18,0.81666666665,0.825000000025,1.0,0.008333333374999974,0.008333333374999974
parkinsons,7,12,0.700000000025,0.7249999999750001,27.0,0.02499999995000013,0.02499999995000013
parkinsons,3,17,0.633333333325,0.741666666675,1.0,0.10833333335000006,0.10833333335000006
parkinsons,3,13,0.941666666675,1.0,1.0,0.058333333325000014,0.058333333325000014
pendigits,9,16,0.730111585171295,0.892681325899959,1.0,0.16256974072866393,0.16256974072866393
pendigits,1,7,0.5465621923100378,0.6896373482196422,1.0,0.1430751559096044,0.1430751559096044
pendigits,2,16,0.7139563505134033,0.8371677059204546,1.0,0.1232113554070513,0.1232113554070513
pendigits,4,15,0.6100098457616615,0.7944781752363284,1.0,0.18446832947466685,0.18446832947466685
pendigits,11,13,0.7376025598939647,0.8163849688098557,1.0,0.07878240891589094,0.07878240891589094
pendigits,7,12,0.8338037413874312,0.7696094519108895,27.0,-0.06419428947654171,0.06419428947654171
pendigits,2,11,0.6135461109179332,0.8920085329848572,1.0,0.27846242206692395,0.27846242206692395
pendigits,1,10,0.6461847718930851,0.7016163439521972,1.0,0.05543157205911209,0.05543157205911209
pendigits,7,9,0.7805874630757945,0.7863062028085617,27.0,0.005718739732767153,0.005718739732767153
pendigits,8,11,0.651124056447404,0.7390137840270331,1.0,0.0878897275796291,0.0878897275796291
pendigits,1,13,0.5880292090544043,0.7247292418751067,1.0,0.13670003282070242,0.13670003282070242
pendigits,1,2,0.62414670167346,0.822349852316472,1.0,0.19820315064301197,0.19820315064301197
pendigits,11,15,0.5710617000388464,0.8003774204162767,1.0,0.2293157203774303,0.2293157203774303
pendigits,6,15,0.5489497866639276,0.7521086314306843,1.0,0.20315884476675672,0.20315884476675672
pendigits,3,12,0.5312192320305266,0.7021496554097194,1.0,0.17093042337919284,0.17093042337919284
pendigits,5,12,0.8142353134206535,0.8858221201128808,27.0,0.07158680669222728,0.07158680669222728
pendigits,4,10,0.584181161808898,0.7515425008131932,1.0,0.16736133900429517,0.16736133900429517
pendigits,4,8,0.5608549392983401,0.8117410567705431,1.0,0.250886117472203,0.250886117472203
pendigits,1,5,0.5986380045957106,0.7656137184041402,1.0,0.16697571380842957,0.16697571380842957
pendigits,6,10,0.5554151624442493,0.7462257958722022,1.0,0.1908106334279529,0.1908106334279529
pima-indians,2,5,0.795,0.8150000000000001,27.0,0.020000000000000018,0.020000000000000018
pima-indians,1,2,0.6419999999999999,0.906,27.0,0.2640000000000001,0.2640000000000001
pima-indians,1,7,0.8310000000000001,0.879,1.0,0.04799999999999993,0.04799999999999993
pima-indians,2,7,0.872,0.946,11.0,0.07399999999999995,0.07399999999999995
pima-indians,2,4,0.6280000000000001,0.7799999999999999,27.0,0.1519999999999998,0.1519999999999998
pima-indians,7,8,0.774,0.869,5.0,0.09499999999999997,0.09499999999999997
pima-indians,1,3,0.787,0.808,1.0,0.02100000000000002,0.02100000000000002
pima-indians,2,6,0.7140000000000001,0.725,11.0,0.010999999999999899,0.010999999999999899
pima-indians,6,7,0.5650000000000001,0.8390000000000001,3.0,0.274,0.274
pima-indians,3,5,0.6619999999999999,0.784,27.0,0.12200000000000011,0.12200000000000011
pima-indians,6,8,0.673,0.683,3.0,0.010000000000000009,0.010000000000000009
pima-indians,2,8,0.5630000000000001,0.864,5.0,0.30099999999999993,0.30099999999999993
pima-indians,1,6,0.6599999999999999,0.6579999999999999,27.0,-0.0020000000000000018,0.0020000000000000018
pima-indians,5,6,0.61,0.6519999999999999,1.0,0.041999999999999926,0.041999999999999926
pima-indians,5,8,0.59,0.706,3.0,0.11599999999999999,0.11599999999999999
pima-indians,4,7,0.632,0.816,27.0,0.18399999999999994,0.18399999999999994
pima-indians,3,7,0.7120000000000001,0.8440000000000001,27.0,0.132,0.132
pima-indians,1,5,0.681,0.783,1.0,0.10199999999999998,0.10199999999999998
pima-indians,1,8,0.577,0.8480000000000001,1.0,0.27100000000000013,0.27100000000000013
pima-indians,5,7,0.902,0.889,27.0,-0.013000000000000012,0.013000000000000012
sonar,22,46,0.8478260869500001,0.8695652173999999,1.0,0.021739130449999866,0.021739130449999866
sonar,11,45,0.8478260869500001,0.8478260869500001,5.0,0.0,0.0
sonar,54,59,0.91304347825,0.97826086955,1.0,0.06521739130000004,0.06521739130000004
sonar,38,59,0.78260869565,0.8478260869500001,3.0,0.06521739130000004,0.06521739130000004
sonar,3,27,1.0,1.0,3.0,0.0,0.0
sonar,5,41,0.78260869565,0.95652173915,1.0,0.17391304350000003,0.17391304350000003
sonar,27,34,0.8043478261,0.8695652173999999,3.0,0.06521739129999993,0.06521739129999993
sonar,42,58,0.9347826087,0.9347826087,1.0,0.0,0.0
sonar,8,28,0.8043478261,0.8478260869500001,3.0,0.04347826085000006,0.04347826085000006
sonar,10,49,0.89130434785,0.8043478261,27.0,-0.08695652175000002,0.08695652175000002
sonar,27,56,0.7608695651999999,0.8260869565,27.0,0.06521739130000004,0.06521739130000004
sonar,13,37,0.91304347825,0.9347826087,1.0,0.021739130449999977,0.021739130449999977
sonar,42,45,0.8478260869500001,0.8478260869500001,27.0,0.0,0.0
sonar,6,24,0.91304347825,0.8695652173999999,1.0,-0.04347826085000006,0.04347826085000006
sonar,6,44,0.8043478261,0.91304347825,11.0,0.10869565214999999,0.10869565214999999
sonar,23,57,0.8695652173999999,0.91304347825,1.0,0.04347826085000006,0.04347826085000006
sonar,11,54,0.95652173915,0.97826086955,3.0,0.021739130399999973,0.021739130399999973
sonar,40,49,0.8478260869500001,0.8695652173999999,3.0,0.021739130449999866,0.021739130449999866
sonar,32,55,1.0,0.97826086955,5.0,-0.021739130449999977,0.021739130449999977
sonar,26,54,0.8478260869500001,0.89130434785,5.0,0.043478260899999954,0.043478260899999954
spect-heart,30,43,0.82558139535,0.97674418605,3.0,0.15116279070000005,0.15116279070000005
spect-heart,12,38,0.8023255814,0.82558139535,1.0,0.02325581394999998,0.02325581394999998
spect-heart,14,31,0.9069767442,0.9418604651,5.0,0.034883720900000026,0.034883720900000026
spect-heart,3,31,0.91860465115,0.9069767442,5.0,-0.011627906950000044,0.011627906950000044
spect-heart,2,12,0.9069767442,0.96511627905,3.0,0.05813953485000001,0.05813953485000001
spect-heart,15,41,0.8604651163,0.8953488372,1.0,0.034883720900000026,0.034883720900000026
spect-heart,25,26,0.8604651163,0.91860465115,11.0,0.05813953485000001,0.05813953485000001
spect-heart,13,31,0.8023255814,0.88372093025,27.0,0.08139534885,0.08139534885
spect-heart,15,42,0.8720930232499999,0.82558139535,27.0,-0.04651162789999996,0.04651162789999996
spect-heart,12,15,0.82558139535,0.8488372093000001,1.0,0.023255813950000093,0.023255813950000093
spect-heart,31,42,0.8720930232499999,0.8720930232499999,27.0,0.0,0.0
spect-heart,20,24,0.9418604651,0.96511627905,3.0,0.02325581394999998,0.02325581394999998
spect-heart,3,6,0.9534883721,0.9534883721,1.0,0.0,0.0
spect-heart,9,36,0.8604651163,0.8953488372,3.0,0.034883720900000026,0.034883720900000026
spect-heart,10,37,1.0,1.0,3.0,0.0,0.0
spect-heart,11,15,0.9069767442,0.8488372093000001,1.0,-0.0581395348999999,0.0581395348999999
spect-heart,3,42,0.77906976745,0.8953488372,5.0,0.11627906975000002,0.11627906975000002
spect-heart,27,42,0.7906976744,0.9069767442,27.0,0.11627906979999991,0.11627906979999991
spect-heart,26,43,0.81395348835,0.93023255815,1.0,0.11627906980000002,0.11627906980000002
spect-heart,10,21,0.77906976745,0.8953488372,3.0,0.11627906975000002,0.11627906975000002
statlog-satimage,16,23,0.7693555864539388,0.9499884098287956,1.0,0.18063282337485687,0.18063282337485687
statlog-satimage,14,26,0.5505524648386552,0.9169950548838278,1.0,0.36644259004517266,0.36644259004517266
statlog-satimage,4,11,0.6985010044745441,0.922249265957607,1.0,0.22374826148306293,0.22374826148306293
statlog-satimage,27,28,0.6685983619151715,0.9481339824055112,1.0,0.27953562049033964,0.27953562049033964
statlog-satimage,12,22,0.8296824293114492,0.9403685674472222,1.0,0.110686138135773,0.110686138135773
statlog-satimage,4,10,0.8221295008567938,0.9180574872510664,1.0,0.09592798639427258,0.09592798639427258
statlog-satimage,1,24,0.9114317725259852,0.9548176479659868,1.0,0.04338587544000161,0.04338587544000161
statlog-satimage,11,20,0.8162378303234701,0.9512633286953698,1.0,0.1350254983718997,0.1350254983718997
statlog-satimage,21,34,0.8513174161513463,0.9581208468704316,1.0,0.10680343071908538,0.10680343071908538
statlog-satimage,1,20,0.9445217122416336,0.9734005563237484,1.0,0.02887884408211483,0.02887884408211483
statlog-satimage,17,31,0.8644529438817569,0.9642250038507244,1.0,0.09977205996896754,0.09977205996896754
statlog-satimage,6,27,0.7615708545839631,0.9134214186458334,1.0,0.15185056406187025,0.15185056406187025
statlog-satimage,5,34,0.8739762015101491,0.9492929995633788,1.0,0.07531679805322966,0.07531679805322966
statlog-satimage,4,24,0.66027275537353,0.9440774223324756,1.0,0.2838046669589456,0.2838046669589456
statlog-satimage,12,21,0.7889236594052619,0.9572322670411104,1.0,0.16830860763584854,0.16830860763584854
statlog-satimage,27,36,0.5961404728667961,0.9176131973351568,1.0,0.3214727244683607,0.3214727244683607
statlog-satimage,3,18,0.8071202287077114,0.940040179256336,1.0,0.1329199505486246,0.1329199505486246
statlog-satimage,18,22,0.5908862617794816,0.9389391129866366,1.0,0.348052851207155,0.348052851207155
statlog-satimage,5,9,0.5784461443323231,0.9672191315218688,1.0,0.38877298718954567,0.38877298718954567
statlog-satimage,19,21,0.9252240766341984,0.9833101529906256,1.0,0.05808607635642726,0.05808607635642726
statlog-segment,3,13,0.5849358974350816,0.8397435897471299,1.0,0.25480769231204836,0.25480769231204836
statlog-segment,5,11,0.8532925408130827,0.8237179487156906,27.0,-0.029574592097392105,0.029574592097392105
statlog-segment,1,17,0.5673076923187355,0.8063811188924533,11.0,0.23907342657371788,0.23907342657371788
statlog-segment,11,15,0.890588578093954,0.9089452214543414,5.0,0.018356643360387448,0.018356643360387448
statlog-segment,1,2,0.5568181818133742,0.5917832167811481,3.0,0.03496503496777392,0.03496503496777392
statlog-segment,8,12,0.7698135198178467,0.8949592074731061,5.0,0.12514568765525935,0.12514568765525935
statlog-segment,3,7,0.5954254079238637,0.8634906759856643,1.0,0.26806526806180064,0.26806526806180064
statlog-segment,8,16,0.5791083916093969,0.9385198135251748,3.0,0.3594114219157779,0.3594114219157779
statlog-segment,4,14,0.6474358974413897,0.8406177156410111,1.0,0.19318181819962132,0.19318181819962132
statlog-segment,4,5,0.6799242424346155,0.8747086246903117,1.0,0.19478438225569628,0.19478438225569628
statlog-segment,6,12,0.7473776223944347,0.8157051281948718,1.0,0.06832750580043712,0.06832750580043712
statlog-segment,3,14,0.6161130536236015,0.8091491841331002,1.0,0.19303613050949875,0.19303613050949875
statlog-segment,6,9,0.7963286713388549,0.8888403263443473,1.0,0.09251165500549241,0.09251165500549241
statlog-segment,7,17,0.658508158508377,0.8177447552571386,1.0,0.15923659674876167,0.15923659674876167
statlog-segment,5,14,0.6363636363660693,0.811771561751588,1.0,0.17540792538551875,0.17540792538551875
statlog-segment,8,17,0.5683275058297202,0.8412004662143502,11.0,0.27287296038462994,0.27287296038462994
statlog-segment,9,16,0.82371794872331,0.9099650349694202,3.0,0.08624708624611022,0.08624708624611022
statlog-segment,4,11,0.6155303030309587,0.9415792540749418,1.0,0.3260489510439831,0.3260489510439831
statlog-segment,12,18,0.7817599067776515,0.9506118881281176,27.0,0.16885198135046608,0.16885198135046608
statlog-segment,4,8,0.6070804195919581,0.8232808857912296,1.0,0.21620046619927147,0.21620046619927147
statlog-shuttle,2,8,0.8121754370750001,0.999523974375,1.0,0.1873485372999999,0.1873485372999999
statlog-shuttle,3,4,0.7362060758000001,0.9967543708,1.0,0.2605482949999999,0.2605482949999999
statlog-shuttle,5,7,0.6925415440374999,0.9870607582,1.0,0.29451921416250015,0.29451921416250015
statlog-shuttle,1,6,0.9991561364,0.999264324025,27.0,0.00010818762499997803,0.00010818762499997803
statlog-shuttle,4,6,0.7752726328625,0.9995456119,1.0,0.2242729790375,0.2242729790375
statlog-shuttle,1,2,0.99889648605,0.9990587675125,11.0,0.0001622814624999691,0.0001622814624999691
statlog-shuttle,5,8,0.6581054180375,0.9837610351125,1.0,0.325655617075,0.325655617075
statlog-shuttle,2,6,0.6243941492124999,0.9995131556375,1.0,0.37511900642500007,0.37511900642500007
statlog-shuttle,6,7,0.8381080145500001,0.999091223825,1.0,0.16098320927499998,0.16098320927499998
statlog-shuttle,6,8,0.618854942,0.999264324025,1.0,0.38040938202499996,0.38040938202499996
statlog-shuttle,4,5,0.59000129825,0.9886835728,1.0,0.39868227454999994,0.39868227454999994
statlog-shuttle,2,3,0.609983555475,0.9973169465,1.0,0.387333391025,0.387333391025
statlog-shuttle,5,6,0.9114916911875,0.987861346725,1.0,0.07636965553750008,0.07636965553750008
statlog-shuttle,1,8,0.996548814275,0.999177773925,1.0,0.0026289596499999845,0.0026289596499999845
statlog-shuttle,2,4,0.6175025964874999,0.9997403496625,1.0,0.3822377531750001,0.3822377531750001
statlog-shuttle,7,8,0.941589492825,0.99932923665,1.0,0.05773974382499991,0.05773974382499991
statlog-shuttle,1,3,0.9991236801,0.997630690675,27.0,-0.0014929894249999798,0.0014929894249999798
statlog-shuttle,1,5,0.9980309849375,0.9981932663875,1.0,0.00016228144999996807,0.00016228144999996807
statlog-shuttle,3,7,0.650759477225,0.99459061795,1.0,0.343831140725,0.343831140725
statlog-shuttle,2,5,0.6068893889625,0.99498009345,1.0,0.38809070448750005,0.38809070448750005
statlog-vehicle,2,10,0.5912698412682539,0.8029100529252646,1.0,0.21164021165701075,0.21164021165701075
statlog-vehicle,6,16,0.7222222222392858,0.8373015873198413,1.0,0.1150793650805555,0.1150793650805555
statlog-vehicle,8,17,0.7387566137362434,0.780423280457672,1.0,0.0416666667214286,0.0416666667214286
statlog-vehicle,12,14,0.5734126984000001,0.7817460317361111,3.0,0.20833333333611104,0.20833333333611104
statlog-vehicle,7,17,0.6329365079412699,0.6679894179665343,1.0,0.03505291002526445,0.03505291002526445
statlog-vehicle,9,10,0.575396825393254,0.9246031746,1.0,0.349206349206746,0.349206349206746
statlog-vehicle,3,8,0.6534391534374339,0.8095238094999999,1.0,0.15608465606256605,0.15608465606256605
statlog-vehicle,7,10,0.5634920634924603,0.7513227513097884,27.0,0.18783068781732815,0.18783068781732815
statlog-vehicle,10,13,0.6481481481220899,0.7572751322697089,27.0,0.10912698414761901,0.10912698414761901
statlog-vehicle,5,17,0.7883597883656085,0.82936507935,1.0,0.04100529098439154,0.04100529098439154
statlog-vehicle,1,8,0.6937830687744708,0.8406084656351851,1.0,0.14682539686071427,0.14682539686071427
statlog-vehicle,10,18,0.7175925925966931,0.6402116401951058,27.0,-0.07738095240158727,0.07738095240158727
statlog-vehicle,1,12,0.9126984126968254,0.8578042327941799,1.0,-0.054894179902645446,0.054894179902645446
statlog-vehicle,1,9,0.6355820105822751,0.95701058201164,1.0,0.3214285714293649,0.3214285714293649
statlog-vehicle,2,16,0.5833333333496031,0.8320105820160053,1.0,0.24867724866640217,0.24867724866640217
statlog-vehicle,1,11,0.8082010581981481,0.8214285714277778,27.0,0.013227513229629673,0.013227513229629673
statlog-vehicle,3,15,0.6216931216755291,0.8134920635,1.0,0.19179894182447088,0.19179894182447088
statlog-vehicle,6,12,0.7089947089882276,0.7519841269853175,27.0,0.042989417997089885,0.042989417997089885
statlog-vehicle,5,14,0.7718253968174602,0.84523809525,1.0,0.07341269843253984,0.07341269843253984
statlog-vehicle,4,11,0.6653439153584657,0.622354497358201,27.0,-0.04298941800026468,0.04298941800026468
synthetic-control-chart,43,52,0.9828125,1.0,1.0,0.017187500000000022,0.017187500000000022
synthetic-control-chart,16,49,0.721875,0.7906249999999999,1.0,0.06874999999999987,0.06874999999999987
synthetic-control-chart,7,40,0.65,0.6734375,27.0,0.0234375,0.0234375
synthetic-control-chart,11,26,0.8953125,0.9546875,1.0,0.05937500000000007,0.05937500000000007
synthetic-control-chart,12,55,0.9828125,0.9578125,27.0,-0.025000000000000022,0.025000000000000022
synthetic-control-chart,15,55,0.7109375,0.7234375,11.0,0.012499999999999956,0.012499999999999956
synthetic-control-chart,5,20,0.7937500000000001,0.878125,5.0,0.08437499999999998,0.08437499999999998
synthetic-control-chart,38,60,0.728125,0.8375,3.0,0.109375,0.109375
synthetic-control-chart,42,55,0.859375,0.728125,1.0,-0.13124999999999998,0.13124999999999998
synthetic-control-chart,5,32,0.759375,0.8609374999999999,5.0,0.10156249999999989,0.10156249999999989
synthetic-control-chart,11,46,0.8109375,0.9421875,27.0,0.13124999999999998,0.13124999999999998
synthetic-control-chart,24,57,0.7953125000000001,0.9578125,11.0,0.16249999999999987,0.16249999999999987
synthetic-control-chart,13,47,0.6390625000000001,0.934375,1.0,0.29531249999999987,0.29531249999999987
synthetic-control-chart,12,58,0.9546875,1.0,1.0,0.04531249999999998,0.04531249999999998
synthetic-control-chart,15,20,0.70625,0.6875000000000001,1.0,-0.018749999999999933,0.018749999999999933
synthetic-control-chart,28,41,0.6234375,0.7125,1.0,0.08906250000000004,0.08906250000000004
synthetic-control-chart,49,56,0.9484375,0.9953125,11.0,0.046875,0.046875
synthetic-control-chart,15,51,0.6125,0.8828125,1.0,0.27031249999999996,0.27031249999999996
synthetic-control-chart,19,29,0.9796875,0.9953125,3.0,0.015625,0.015625
synthetic-control-chart,1,16,0.5750000000000001,0.6406249999999999,27.0,0.06562499999999982,0.06562499999999982
vertebral-column,4,6,0.6631097561124999,0.8445121951125,27.0,0.18140243900000008,0.18140243900000008
vertebral-column,4,5,0.7987804878,0.74085365855,27.0,-0.057926829250000034,0.057926829250000034
vertebral-column,2,6,0.7103658536499999,0.792682926825,27.0,0.08231707317500003,0.08231707317500003
vertebral-column,5,6,0.8292682926749999,0.818597560975,27.0,-0.01067073169999988,0.01067073169999988
vertebral-column,2,5,0.632621951225,0.6981707317,1.0,0.06554878047500001,0.06554878047500001
vertebral-column,1,4,0.6036585365875,0.6981707317,1.0,0.09451219511249997,0.09451219511249997
vertebral-column,1,2,0.6021341463375001,0.7103658536624999,5.0,0.10823170732499987,0.10823170732499987
vertebral-column,3,5,0.6006097560875,0.6981707317,1.0,0.09756097561249999,0.09756097561249999
vertebral-column,1,6,0.6631097561000001,0.865853658525,27.0,0.20274390242499984,0.20274390242499984
vertebral-column,3,6,0.5884146341500001,0.7606707317125,27.0,0.17225609756249993,0.17225609756249993
vertebral-column,2,3,0.6844512195125,0.6981707317,1.0,0.013719512187500005,0.013719512187500005
vertebral-column,1,3,0.6676829268125,0.6981707317,1.0,0.030487804887500025,0.030487804887500025
vertebral-column,3,4,0.6158536585375,0.7149390243875,27.0,0.09908536585000005,0.09908536585000005
vertebral-column,2,4,0.60975609755,0.6981707317,1.0,0.08841463414999995,0.08841463414999995
vertebral-column,1,5,0.6295731707375001,0.7118902439,27.0,0.08231707316249992,0.08231707316249992
wall-following-robot,3,23,0.5700265251934954,0.898938992061547,5.0,0.32891246686805165,0.32891246686805165
wall-following-robot,11,16,0.5413498378885352,0.8376363100441554,1.0,0.2962864721556202,0.2962864721556202
wall-following-robot,5,7,0.5675213675142498,0.7887415266700649,1.0,0.22122015915581517,0.22122015915581517
wall-following-robot,14,24,0.5526672561087739,0.8658119658273266,11.0,0.3131447097185527,0.3131447097185527
wall-following-robot,18,22,0.7090480400852076,0.796816976129325,1.0,0.0877689360441174,0.0877689360441174
wall-following-robot,10,16,0.5340701444116268,0.7642499263250307,1.0,0.23017978191340394,0.23017978191340394
wall-following-robot,17,24,0.5530798703197524,0.8744473916841173,3.0,0.32136752136436497,0.32136752136436497
wall-following-robot,9,23,0.5778956675507839,0.791276156790501,1.0,0.21338048923971709,0.21338048923971709
wall-following-robot,3,8,0.5979958738642677,0.8559681697731326,1.0,0.25797229590886495,0.25797229590886495
wall-following-robot,1,11,0.5647509578505511,0.8641025641139344,1.0,0.2993516062633833,0.2993516062633833
wall-following-robot,5,9,0.5555850279973031,0.7509578544198292,1.0,0.19537282642252607,0.19537282642252607
wall-following-robot,6,8,0.5597406425038728,0.8368110816211138,1.0,0.27707043911724105,0.27707043911724105
wall-following-robot,4,18,0.6108458591336429,0.8129973474709254,1.0,0.20215148833728258,0.20215148833728258
wall-following-robot,8,18,0.5392278219856321,0.8431476569469436,1.0,0.3039198349613115,0.3039198349613115
wall-following-robot,8,21,0.5669613911090953,0.8711170056020718,1.0,0.30415561449297657,0.30415561449297657
wall-following-robot,2,13,0.569879162993911,0.8446212791064482,3.0,0.2747421161125373,0.2747421161125373
wall-following-robot,1,20,0.649896846448025,0.8698496905553962,1.0,0.21995284410737115,0.21995284410737115
wall-following-robot,10,15,0.7949602122091511,0.7134394341149661,11.0,-0.08152077809418501,0.08152077809418501
wall-following-robot,1,5,0.5557029177693898,0.7969053934590656,5.0,0.2412024756896758,0.2412024756896758
